% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.378468418e+09 +2.378468418e+09 +2.378467797e+09 +2.378467797e+09 +4.5391e+00 +3.1205e-01 -4.6059e+00 +8.8566e-01 +4.8978e+00 -2.2921e-01 +2.7622e+00 -6.1592e-01 -1.5597e+00 +3.1337e+00
3 +9.920570662e+07 +9.920570662e+07 +9.920508551e+07 +9.920508551e+07 -1.0328e+00 +2.5520e-01 +2.8146e+00 +3.4251e+00 +2.8469e+00 +5.6700e-01 -1.5461e+00 -4.2083e+00 +4.8977e+00 -1.0339e+00
109 +4.408967474e+07 +4.408967474e+07 +4.408905363e+07 +4.408905363e+07 +3.1068e-01 +4.5942e+00 +3.4263e+00 -4.9544e+00 +2.9259e+00 +1.1578e+00 -6.6295e-01 +1.1026e+00 +1.1310e+00 +5.6956e-01
154 +3.818323708e+07 +3.818323708e+07 +3.818261597e+07 +3.818261597e+07 -4.1982e-02 +1.5968e+00 +1.1366e+00 -2.4668e+00 -1.6300e+00 +6.6184e-01 +4.4491e+00 +4.1131e-01 +1.6633e-01 -2.4357e+00
293 +2.501579188e+07 +2.501579188e+07 +2.501517077e+07 +2.501517077e+07 -3.4083e+00 +2.2822e+00 +6.4123e-01 -2.5743e+00 -2.2258e+00 -1.1763e+00 +5.9688e-01 +1.5133e+00 +9.3773e-01 -1.0882e+00
391 +1.492773017e+07 +1.492773017e+07 +1.492710906e+07 +1.492710906e+07 -1.2144e+00 +3.1551e+00 -1.5582e+00 -3.3135e+00 -2.5145e+00 -4.2482e-01 +1.2503e+00 -6.0455e-01 +2.6076e+00 -1.5796e+00
712 +4.546945354e+06 +4.546945354e+06 +4.546324244e+06 +4.546324244e+06 -4.4518e-01 +2.5693e+00 +1.8021e-03 -4.5567e+00 -1.5581e+00 -1.8636e+00 +2.0491e+00 -1.6769e+00 +3.4808e-01 -4.8310e-01
1018 +3.297697639e+06 +3.297697639e+06 +3.297076529e+06 +3.297076529e+06 -3.0241e-01 +3.4196e+00 -3.4892e-01 -4.2491e+00 -1.9818e+00 -2.3372e+00 +1.4838e+00 -1.7782e+00 +8.1065e-01 -2.2992e-02
1106 +1.550153841e+06 +1.550153841e+06 +1.549532731e+06 +1.549532731e+06 -2.3503e-01 +4.3587e+00 +4.7173e-01 -3.8294e+00 -5.7560e-01 -2.6805e+00 +1.1626e+00 -1.9037e-01 +1.1262e+00 +4.1725e-01
1315 +6.013455169e+05 +6.013455169e+05 +6.007244069e+05 +6.007244069e+05 -8.5121e-01 +3.7836e+00 -2.8953e-02 -3.6842e+00 +1.0844e-01 -2.1779e+00 +1.2046e+00 -1.4274e+00 +1.2510e+00 -1.2703e-01
1747 +1.715797883e+05 +1.715797883e+05 +1.709586783e+05 +1.709586783e+05 -1.0799e+00 +4.2553e+00 +2.8079e-01 -3.6713e+00 -5.5147e-01 -2.1615e+00 +1.2875e+00 -9.3337e-01 +1.0352e+00 -2.0363e-01
2426 +1.553640757e+05 +1.553640757e+05 +1.547429657e+05 +1.547429657e+05 -1.1510e+00 +4.0479e+00 -4.9534e-01 -3.3842e+00 +2.8479e-01 -1.9762e+00 +1.0797e+00 -9.1406e-01 +1.3546e+00 -1.8384e-01
2557 +7.532162061e+04 +7.532162061e+04 +7.470051061e+04 +7.470051061e+04 -1.0405e+00 +3.9903e+00 -2.5061e-01 -3.5874e+00 +1.6714e-01 -1.7937e+00 +1.1994e+00 -8.6549e-01 +1.1443e+00 -3.0436e-01
2818 +5.665404549e+04 +5.665404549e+04 +5.603293549e+04 +5.603293549e+04 -9.8413e-01 +4.1013e+00 -2.2798e-01 -3.5628e+00 +1.3440e-01 -1.8222e+00 +1.1981e+00 -7.9745e-01 +1.3083e+00 -2.0588e-01
3025 +2.138879907e+04 +2.138879907e+04 +2.076768907e+04 +2.076768907e+04 -9.8179e-01 +3.9549e+00 -3.4280e-02 -3.7030e+00 -3.6296e-01 -2.1287e+00 +1.3210e+00 -7.3529e-01 +1.2244e+00 -3.3417e-01
3404 +1.170101162e+04 +1.170101162e+04 +1.107990162e+04 +1.107990162e+04 -1.0037e+00 +4.0515e+00 -1.4356e-01 -3.6158e+00 +6.5759e-02 -2.0130e+00 +1.2932e+00 -7.2188e-01 +1.3294e+00 -4.2383e-01
3779 +6.376876974e+03 +6.376876974e+03 +5.755766974e+03 +5.755766974e+03 -9.8216e-01 +3.9519e+00 -3.1956e-02 -3.7011e+00 -1.5731e-01 -2.0174e+00 +1.3198e+00 -7.4697e-01 +1.1806e+00 -3.3167e-01
3896 +4.018830513e+03 +4.018830513e+03 +3.397720513e+03 +3.397720513e+03 -9.8791e-01 +3.9839e+00 -6.4465e-02 -3.7100e+00 -1.6932e-01 -1.9603e+00 +1.3389e+00 -7.6724e-01 +1.2204e+00 -3.4138e-01
4017 +3.727636530e+03 +3.727636530e+03 +3.106526530e+03 +3.106526530e+03 -1.0752e+00 +4.0154e+00 -2.7732e-01 -3.5724e+00 +1.9133e-01 -1.8797e+00 +1.2092e+00 -7.6328e-01 +1.3996e+00 -4.5619e-01
4448 +2.336727822e+03 +2.336727822e+03 +1.715617822e+03 +1.715617822e+03 -9.8323e-01 +4.0069e+00 -4.0929e-02 -3.6788e+00 -1.0284e-01 -1.9638e+00 +1.2922e+00 -7.6491e-01 +1.2554e+00 -3.5240e-01
4841 +1.100061811e+03 +1.100061811e+03 +4.789518114e+02 +4.789518114e+02 -9.8696e-01 +4.0082e+00 -6.5904e-02 -3.6931e+00 -1.5589e-01 -1.9755e+00 +1.2979e+00 -7.5826e-01 +1.2706e+00 -3.6506e-01
5295 +8.932445249e+02 +8.932445249e+02 +2.721345249e+02 +2.721345249e+02 -1.0052e+00 +3.9972e+00 -1.0350e-01 -3.6690e+00 -8.9209e-02 -1.9624e+00 +1.2736e+00 -7.6312e-01 +1.3012e+00 -3.6688e-01
5324 +5.166491034e+02 +5.166491034e+02 -1.044608966e+02 -1.044608966e+02 -9.9096e-01 +4.0099e+00 -7.2806e-02 -3.6933e+00 -1.3927e-01 -1.9999e+00 +1.3005e+00 -7.5511e-01 +1.2699e+00 -3.6428e-01
5681 +3.813484137e+02 +3.813484137e+02 -2.397615863e+02 -2.397615863e+02 -9.8684e-01 +4.0087e+00 -6.7731e-02 -3.6808e+00 -1.2490e-01 -2.0001e+00 +1.3035e+00 -7.6055e-01 +1.2790e+00 -3.7094e-01
5841 +2.482048076e+02 +2.482048076e+02 -3.729051924e+02 -3.729051924e+02 -9.8946e-01 +4.0026e+00 -7.1322e-02 -3.6880e+00 -1.3544e-01 -1.9982e+00 +1.3020e+00 -7.5489e-01 +1.2763e+00 -3.5864e-01
5917 +1.580000202e+02 +1.580000202e+02 -4.631099798e+02 -4.631099798e+02 -9.9396e-01 +4.0085e+00 -6.4330e-02 -3.6783e+00 -1.2577e-01 -1.9952e+00 +1.2983e+00 -7.5670e-01 +1.2822e+00 -3.6117e-01
6046 +9.089788047e+01 +9.089788047e+01 -5.302121195e+02 -5.302121195e+02 -9.9691e-01 +4.0063e+00 -6.9953e-02 -3.6796e+00 -1.1461e-01 -1.9886e+00 +1.2990e+00 -7.5708e-01 +1.2842e+00 -3.6131e-01
