% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.300451246e+01 +1.300451246e+01 +1.987451246e+01 +1.987451246e+01 -3.9270e+00 -1.2112e+00 -3.7679e-01 -3.4508e-01 -3.8709e-01 +3.9916e+00 +4.4788e+00 +4.2789e+00 -1.7672e+00 -3.4736e+00
2 +8.894534173e+00 +8.894534173e+00 +1.576453417e+01 +1.576453417e+01 +3.1943e+00 +3.1822e+00 -2.3180e+00 +3.1130e+00 -3.7936e+00 +3.4980e+00 +2.4605e+00 -2.2600e+00 -1.8517e+00 -1.6377e+00
9 +4.771851970e+00 +4.771851970e+00 +1.164185197e+01 +1.164185197e+01 -4.3235e+00 -3.0911e+00 -4.3066e+00 +2.3203e+00 -1.5822e+00 +1.7778e+00 -4.1923e-01 -3.6910e+00 +2.3263e+00 -4.2373e-01
105 +2.700095727e+00 +2.700095727e+00 +9.570095727e+00 +9.570095727e+00 -4.4690e+00 +5.2432e-01 -5.4684e-01 +4.5389e+00 -1.8608e+00 -2.2924e+00 -4.6081e+00 -3.9903e+00 +4.6258e+00 +1.1470e+00
695 +2.327579970e+00 +2.327579970e+00 +9.197579970e+00 +9.197579970e+00 -4.7126e+00 -3.1685e+00 +1.4890e+00 -4.8124e+00 -1.5214e+00 +2.7802e+00 -4.0286e+00 -2.1353e+00 -2.4051e+00 +2.1940e+00
26403 +1.573565585e+00 +1.573565585e+00 +8.443565585e+00 +8.443565585e+00 -1.2218e+00 -1.3041e+00 +4.4919e+00 +2.9701e+00 -2.9418e+00 -1.3857e+00 +2.1272e+00 +1.2428e+00 -4.4139e+00 -3.8927e-01
36401 +9.532937220e-01 +9.532937220e-01 +7.823293722e+00 +7.823293722e+00 -1.2221e+00 -1.3043e+00 +4.4916e+00 +2.9701e+00 -2.9416e+00 -1.3855e+00 +2.1276e+00 +1.2427e+00 -4.4071e+00 -3.8980e-01
51478 +5.515466359e-01 +5.515466359e-01 +7.421546636e+00 +7.421546636e+00 -1.2352e+00 -1.3041e+00 +4.4909e+00 +2.9698e+00 -2.9414e+00 -1.3861e+00 +2.1268e+00 +1.2425e+00 -4.4056e+00 -3.8914e-01
96420 +3.806078690e-01 +3.806078690e-01 +7.250607869e+00 +7.250607869e+00 -1.2341e+00 -1.3042e+00 +4.4914e+00 +2.9691e+00 -2.9438e+00 -1.3874e+00 +2.1260e+00 +1.2435e+00 -4.4030e+00 -3.9001e-01
168579 +2.403430319e-01 +2.403430319e-01 +7.110343032e+00 +7.110343032e+00 -3.2946e+00 +1.7847e+00 -2.2166e+00 -1.1589e+00 -1.4677e+00 +2.0231e+00 +1.0316e+00 -6.8563e-01 +1.1070e+00 -3.8877e-01
266827 +1.528729338e-01 +1.528729338e-01 +7.022872934e+00 +7.022872934e+00 +5.4181e-01 +8.0821e-01 -2.3905e+00 +3.9775e+00 +2.8001e-01 +3.4732e+00 +4.0036e+00 +8.4280e-01 +3.0223e+00 +1.2033e+00
